Latitude,Longitude,Depth,Magnitude,Root Mean Square,Damage_Potential,Magnitude Type_MD,Magnitude Type_MH,Magnitude Type_ML,Magnitude Type_MS,Magnitude Type_MW,Magnitude Type_MWB,Magnitude Type_MWC,Magnitude Type_MWR,Magnitude Type_MWW,Magnitude Type_nan,Status_Reviewed
24.787,141.752,525.9,5.9,0.92,4.037428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15.316,120.522,10.0,5.7,1.1,5.3914285714285715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12.373,125.345,24.8,5.6,1.0,5.289142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-18.247,-178.534,626.6,5.9,0.94,3.7497142857142856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37.155,141.573,30.3,6.7,1.1,5.933428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-60.282,-25.249,33.0,5.5,1.0,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-22.954,-70.182,45.0,6.7,1.11,5.8914285714285715,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-5.524,153.85,40.0,8.0,1.2262999999999993,6.685714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-58.259,157.926,10.0,5.9,1.12,5.511428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-56.752,-140.605,10.0,5.5,1.3,5.271428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-21.555,-179.361,617.7,5.6,0.84,3.5951428571428568,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12.246,144.28,31.9,6.0,1.3,5.508857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-16.919,-176.916,20.0,5.5,1.08,5.242857142857143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
24.028,122.526,33.0,5.6,1.0,5.265714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.604,126.588,16.9,6.2,1.1,5.671714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-57.4999,-25.8754,32.0,5.8,0.68,5.388571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-3.989,135.677,15.0,6.0,1.0621,5.557142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26.741,140.17,440.6,5.9,0.88,4.281142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
35.607,140.738,45.0,5.8,0.8279000000000002,5.351428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
46.264,141.07,20.0,6.5,0.9358000000000003,5.8428571428571425,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
43.323,147.713,26.3,6.0,0.9186,5.524857142857142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-47.75,32.612,22.5,5.9,1.03,5.475714285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-3.525,150.861,33.0,5.7,1.1,5.325714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-15.464,-176.184,35.0,5.7,1.32,5.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-43.003,-82.858,10.0,5.6,1.5,5.331428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-2.922,127.669,33.0,5.6,1.4,5.265714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
33.059,138.096,310.2,5.9,1.1,4.653714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-9.203,112.585,28.0,5.7,1.12,5.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-3.345,100.426,13.6,5.5,0.93,5.261142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.093,97.05,12.0,6.8,0.82,6.045714285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-27.959,-66.659,178.0,5.9,1.0050000000000001,5.031428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.711,177.706,50.0,5.5,0.98,5.157142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-55.829,-26.999,32.5,5.9,0.8911000000000002,5.4471428571428575,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13.0906,-88.9476,52.0,5.6,1.07,5.211428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-20.487,-174.212,33.0,5.9,1.069599999999999,5.445714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-5.474,150.684,28.2,6.4,1.17,5.759428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-15.444,167.548,123.0,6.0,0.9523000000000001,5.248571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.179,130.052,33.0,5.7,1.2,5.325714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-21.515,-173.667,28.1,6.3,0.9,5.699714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
44.76,147.588,108.0,5.6,0.7966000000000001,5.051428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
79.753,3.107,10.0,5.7,0.9,5.3914285714285715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31.971,142.251,33.0,5.8,0.98,5.385714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.303,62.399,33.0,5.5,1.0161,5.2057142857142855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
36.512,71.029,187.1,6.6,0.97,5.42542857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
3.689,90.144,33.0,5.6,0.84,5.265714285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
16.209,-97.063,27.5,5.6,0.9355999999999998,5.281428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52.031,175.411,25.0,5.7,0.9156999999999996,5.348571428571429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
40.244,143.266,33.0,5.5,0.81,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-3.652,144.242,10.0,6.2,0.84,5.691428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
53.804,171.382,9.1,6.1,1.1,5.634,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
36.4725,71.1311,212.0,6.6,1.03,5.354285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-3.016,139.1,59.4,5.5,0.97,5.130285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.065,122.948,82.0,5.5,0.92,5.065714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-3.844,128.545,128.0,5.6,1.2,4.994285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.6212,131.2622,18.0,6.6,1.13,5.908571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-35.241,-179.212,33.0,5.8,1.0,5.385714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-3.877,-103.788,20.6,5.7,1.1,5.361142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
31.377,131.407,30.0,6.1,1.0805999999999998,5.574285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-19.908,168.596,39.3,5.6,1.38,5.247714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.005,126.36,73.4,6.1,0.9,5.450285714285714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
14.052,92.821,35.0,5.9,0.91,5.4399999999999995,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-56.166,-26.746,33.0,5.5,1.0269000000000001,5.2057142857142855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-16.831,177.305,11.5,5.5,1.0,5.267142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-7.31,155.887,33.0,6.2,1.07,5.6257142857142854,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
53.515,162.991,34.0,5.5,0.9559000000000004,5.202857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34.6781667,-116.2895,13.906,5.77,0.35,5.422268571428571,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-6.576,148.672,54.8,5.7,1.18,5.263428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-12.973,166.523,10.0,5.8,1.0,5.451428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
5.649,126.641,33.0,5.5,1.05,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.604,104.864,10.0,5.9,0.99,5.511428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-5.605,153.012,33.0,5.5,1.1,5.2057142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-23.144,169.265,10.0,6.1,0.97,5.631428571428572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-19.616,168.284,13.0,6.0,0.93,5.562857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-11.569,165.753,33.0,5.5,0.99,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
36.062,69.315,8.0,6.1,1.07,5.637142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
61.541,-150.34,62.1,5.5,1.0,5.122571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
43.11,146.118,42.6,6.1,0.77,5.538285714285713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37.034,72.942,33.0,6.3,1.3,5.685714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-31.354,-67.431,16.0,5.8,0.9358000000000003,5.434285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.417,127.216,58.5,6.1,1.1139000000000003,5.492857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-20.934,-67.275,218.0,6.4,0.98,5.217142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.148,-178.175,13.7,6.1,0.9,5.620857142857142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-13.632,167.393,48.1,6.3,1.0,5.642571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-37.656,-73.428,21.4,5.9,1.0038000000000002,5.478857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.745,136.745,23.3,5.5,0.97,5.233428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
11.884,41.338,15.0,6.1,1.0438,5.6171428571428565,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
39.247,75.493,27.5,5.5,0.9,5.2214285714285715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22.825,92.343,10.0,5.5,0.83,5.271428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
36.334,71.119,212.9,6.7,1.0,5.411714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-54.2258,6.1653,11.0,6.2,0.8,5.688571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-20.037,169.124,20.0,6.4,1.1970999999999992,5.782857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-27.789,-176.386,33.0,5.6,1.1,5.265714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-15.658,-74.838,22.7,5.8,0.98,5.4151428571428575,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13.038,145.39,49.4,5.6,1.1,5.218857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-55.852,-125.666,10.0,6.1,1.3,5.631428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-34.872,-72.433,35.0,5.7,0.87,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.515,136.627,15.0,5.9,0.9058000000000002,5.497142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
28.71,-113.122,10.0,5.7,1.1,5.3914285714285715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-3.967,-80.971,31.0,5.6,1.0198000000000003,5.271428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-3.507,177.682,33.0,5.6,1.0,5.265714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-16.321,178.161,20.0,5.8,1.0814000000000001,5.422857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-57.679,-65.308,15.0,6.2,1.32,5.677142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-3.8727,127.2292,4.11,5.6,0.91,5.348257142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
63.966,-20.487,10.0,6.5,1.03,5.871428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-38.191,-73.694,35.0,5.9,0.8,5.4399999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.8318,-86.9633,10.0,6.1,1.04,5.631428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
63.673,2.397,10.0,5.6,1.3,5.331428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
10.295,125.881,35.0,6.0,1.0742,5.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.484,149.13,33.0,5.5,1.0,5.2057142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
34.503,50.59,41.0,5.5,1.0142999999999995,5.182857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
28.723,65.383,33.0,6.0,1.23,5.505714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.307,133.498,13.0,5.6,1.13,5.322857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
63.965,-20.633,10.0,5.7,1.42,5.3914285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
8.396,126.848,29.5,5.5,1.2,5.215714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-29.974,-71.781,33.0,5.5,1.05,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-8.748,157.64,12.4,5.6,0.81,5.324571428571429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.796,21.242,25.0,5.9,1.2651999999999999,5.468571428571429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
50.322,-177.548,9.0,6.5,0.9,5.8742857142857146,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24.113,142.244,591.0,5.5,0.9406000000000004,3.611428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-4.131,134.946,25.0,5.8,1.0814,5.408571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-37.562,-17.164,10.0,5.5,0.9,5.271428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.409,125.763,55.0,5.5,0.89,5.142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40.558,105.793,16.5,5.6,1.1,5.312857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
40.459,26.206,15.0,6.0,1.0342000000000007,5.557142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.082,125.61,150.0,6.2,1.04,5.291428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.013,125.791,40.0,6.0,1.1031999999999993,5.485714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
33.941,137.183,33.0,5.5,1.19,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.893,-21.996,12.2,6.8,1.0,6.045142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
71.432,-4.371,10.0,5.6,1.3,5.331428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
12.155,-87.426,62.0,5.6,1.16,5.182857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-10.986,161.45,10.0,5.9,0.99,5.511428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
25.266,96.505,20.0,6.1,1.082799999999999,5.602857142857142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-2.476,140.35,10.0,5.5,0.92,5.271428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-16.548,-172.637,33.0,5.7,1.3,5.325714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-5.116,152.296,60.0,5.7,0.8645000000000002,5.248571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-19.99,169.857,33.0,6.5,1.1,5.805714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-16.374,177.981,33.0,5.5,1.0612999999999997,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-31.6259,-68.6363,108.0,6.4,1.0,5.531428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-14.072,167.468,12.8,5.8,1.1,5.443428571428572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-6.426,153.002,22.0,6.3,1.0340000000000003,5.717142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-9.784,119.303,33.0,5.8,1.1509000000000005,5.385714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-1.352,-14.249,21.2,6.5,1.0054000000000003,5.839428571428572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
13.856,120.671,110.1,5.9,1.0,5.225428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-23.319,-179.877,544.0,5.9,0.82,3.9857142857142858,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
36.122,140.966,47.3,5.6,1.34,5.224857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
14.017,-90.907,64.4,5.9,0.94,5.356,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-35.598,179.001,107.7,5.9,1.2,5.232285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.506,127.276,115.0,5.7,1.0120999999999993,5.091428571428572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-25.633,-70.679,35.0,7.0,1.1853,6.1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
19.246,145.616,131.6,6.0,1.0197999999999994,5.224,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
42.8413,13.1533,3.25,5.6,0.84,5.350714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
41.322,136.136,2.0,5.7,0.9113000000000006,5.414285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
4.135,94.81,52.1,5.8,0.9,5.331142857142858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
37.3226,141.6082,32.0,5.6,0.47,5.268571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-13.731,166.594,35.0,5.6,1.0,5.26,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10.142,92.987,52.5,5.7,0.9083000000000004,5.27,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-3.852,101.067,20.0,5.9,1.36,5.482857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-23.414,-175.356,35.4,5.5,1.0,5.198857142857143,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-49.152,164.743,33.0,5.7,1.2,5.325714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
11.661,121.646,33.0,6.3,1.1291000000000002,5.685714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38.2133,141.8621,56.0,5.8,0.67,5.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-55.349,-128.438,10.0,5.6,1.1,5.331428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17.38,-83.499,10.0,5.9,1.2,5.511428571428572,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
41.6611667,-125.8455,2.549,6.1,0.12,5.652717142857143,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
26.91,140.055,487.4,6.0,0.95,4.207428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13.667,120.194,77.4,5.7,1.1,5.198857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-25.758,179.665,495.8,7.2,0.9577000000000007,4.903428571428572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-22.23,179.639,599.3,5.9,0.9,3.827714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-27.211,-71.056,12.0,6.5,1.26,5.865714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
22.615,-45.111,33.0,6.0,0.9494999999999996,5.505714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.168,124.079,10.0,6.3,1.4,5.751428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-7.131,129.828,88.2,6.0,0.8540000000000003,5.348,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
48.887,-127.906,14.6,5.6,0.96,5.3182857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
24.166,122.535,19.8,6.2,1.0,5.663428571428572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
1.084,124.089,30.5,6.0,1.2,5.5128571428571425,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-6.513,104.906,52.9,5.6,1.35,5.208857142857143,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-31.591,-71.837,25.1,5.6,0.79,5.288285714285713,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3.717,126.758,60.8,5.7,1.3,5.246285714285714,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-0.398,132.091,36.2,5.6,0.95,5.256571428571428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
40.3762,73.2038,18.0,5.6,0.73,5.308571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
14.406,-90.84,164.7,5.9,1.2,5.069428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
13.211,-88.941,63.6,5.8,1.1,5.298285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-3.703,140.233,63.4,6.5,1.0,5.718857142857143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-5.178,151.729,73.8,6.0,0.8,5.389142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
16.495,120.981,23.1,6.5,1.3,5.834,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
45.381,150.191,33.0,5.5,0.8,5.2057142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
45.829,151.444,33.0,5.6,0.8,5.265714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
