Latitude,Longitude,Depth,Magnitude,Root Mean Square,Damage_Potential,Magnitude Type_MD,Magnitude Type_MH,Magnitude Type_ML,Magnitude Type_MS,Magnitude Type_MW,Magnitude Type_MWB,Magnitude Type_MWC,Magnitude Type_MWR,Magnitude Type_MWW,Magnitude Type_nan,Status_Reviewed
-8.897,158.725,30.0,5.6,0.9074999999999995,5.274285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-56.913,-142.618,10.0,6.3,1.29,5.751428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-6.57,147.881,37.0,6.5,1.13,5.794285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-7.745,105.262,32.8,5.8,1.2,5.386285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-15.8385,-74.5112,40.0,7.1,0.9,6.145714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
20.963,120.063,35.0,5.7,0.9189000000000006,5.32,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.473,128.131,397.0,7.6,0.88,5.425714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
23.724,-45.5809,10.0,6.0,0.71,5.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-28.307,-70.841,46.9,5.5,0.88,5.166,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-19.926,-178.178,582.9,7.2,1.11,4.654571428571429,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
3.009,97.896,95.0,6.1,0.93,5.388571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
18.72,-107.097,53.3,5.5,0.9,5.147714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-14.512,-75.844,10.0,5.6,0.85,5.331428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-8.779,126.844,35.0,5.7,1.0,5.32,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.844,134.133,15.0,5.8,0.84,5.437142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-4.533,-104.912,10.0,5.7,0.82,5.3914285714285715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
32.5827,47.7037,5.0,6.0,0.63,5.585714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-30.24,-177.885,61.0,5.5,1.4,5.1257142857142854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-6.103,148.875,44.5,6.2,1.2,5.5928571428571425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-7.495,127.885,122.0,6.0,0.86,5.251428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.384,119.859,33.0,5.9,1.2,5.445714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
55.226,162.659,51.3,6.2,0.85,5.573428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-20.633,168.994,12.0,6.2,1.37,5.685714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
33.506,59.571,14.4,5.8,0.98,5.4388571428571435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
20.483,121.523,40.2,5.5,1.2,5.185142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-14.871,166.95,103.0,5.6,0.9692999999999999,5.065714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.94,158.363,35.0,5.9,0.84,5.4399999999999995,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-54.976,-135.688,10.0,6.4,1.4,5.811428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
41.806,144.282,25.0,6.2,0.8,5.648571428571429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-5.354,154.133,386.7,6.0,0.81,4.495142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
13.076,-88.723,61.1,5.6,1.1,5.185428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.643,33.815,15.0,5.6,0.9833999999999997,5.317142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
26.261,-110.537,26.1,6.0,1.29,5.525428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-16.68,167.383,33.0,5.6,1.3,5.265714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-9.897,118.915,33.0,5.7,1.2,5.325714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-5.4513,151.5457,43.0,6.0,0.8,5.477142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-58.76,-25.242,33.0,5.5,0.9056999999999995,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-16.841,167.834,25.0,6.0,1.0479999999999994,5.5285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
33.493,138.654,24.4,5.5,1.3,5.230285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
36.156,141.756,23.3,6.1,0.84,5.593428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
8.188,126.874,25.0,6.0,1.1210000000000009,5.5285714285714285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
5.713,-78.734,10.0,5.8,1.4,5.451428571428572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
18.229,-102.689,20.0,6.5,0.98,5.8428571428571425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-45.763,-75.519,36.3,5.7,1.12,5.316285714285715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-6.028,148.144,58.3,6.4,1.11,5.6734285714285715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-11.3677,162.237,31.69,5.8,0.56,5.389457142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-6.598,148.174,28.0,6.5,1.26,5.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-54.377,-56.217,10.0,5.7,0.9,5.3914285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.508,-174.721,33.0,5.9,1.0,5.445714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
8.017,124.075,623.0,5.6,0.9840999999999995,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
34.587,50.652,33.0,5.8,1.0897999999999999,5.385714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
17.729,147.751,48.2,5.5,0.8,5.162285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-17.981,-174.726,18.4,5.7,1.0,5.367428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
17.448,-83.588,10.0,5.5,0.81,5.271428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
40.42,-124.41,16.0,6.0,0.11948799999999998,5.554285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8.187,126.286,97.2,5.8,1.0781999999999992,5.202285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10.865,57.291,10.0,5.7,1.4,5.3914285714285715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
24.902,-109.689,9.0,6.1,1.15,5.634285714285714,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.5,-174.8,33.0,5.6,0.9975999999999999,5.265714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-55.758,-124.291,10.0,5.7,1.4,5.3914285714285715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-22.698,-176.207,85.0,5.6,0.9818000000000003,5.117142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
38.169,88.605,13.6,5.8,0.9,5.441142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.509,-178.184,34.0,5.8,1.0,5.382857142857143,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.641,123.288,71.1,5.5,1.2,5.096857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-8.375,120.577,45.7,5.9,1.2,5.409428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-28.1398,-177.0201,10.0,5.6,1.37,5.331428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-55.0442,-129.5313,10.43,5.6,0.99,5.3302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
55.137,165.525,33.0,6.4,1.1,5.7457142857142856,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-50.143,114.08,10.0,5.6,1.07,5.331428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
37.367,74.733,11.0,5.6,0.99,5.328571428571428,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
6.746,-72.971,160.0,5.6,0.936100000000001,4.902857142857142,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
47.116,141.798,5.0,6.2,1.08,5.7057142857142855,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-9.505,156.934,24.3,6.1,0.78,5.590571428571428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
56.087,-153.78,22.0,6.0,0.95,5.5371428571428565,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-55.707,-124.327,10.0,5.6,1.2,5.331428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-0.624,123.291,91.9,5.9,1.3,5.277428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
46.407,153.042,10.0,5.6,0.84,5.331428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.048,123.789,560.0,6.0,0.9804000000000002,3.9999999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-29.835,-176.746,10.0,5.5,0.96,5.271428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-5.127,152.73,33.0,5.6,0.91,5.265714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
17.987,-69.044,80.0,6.1,0.9124000000000002,5.431428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-17.564,-174.37,57.0,6.3,0.9370000000000003,5.617142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.282,22.813,7.0,5.8,1.0,5.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-3.429,-76.913,112.1,5.6,0.9,5.039714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-22.668,-70.132,57.6,5.5,1.11,5.135428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
27.931,65.711,10.0,5.6,1.0,5.331428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-16.031,-172.26,33.0,5.5,1.0,5.2057142857142855,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-32.998,-71.766,33.0,5.6,1.3,5.265714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
23.148,-107.988,10.0,6.6,1.1834000000000005,5.931428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
21.487,-105.93,16.1,5.6,1.2045000000000001,5.314,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
2.1173,126.6945,50.0,5.5,1.0,5.157142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
47.009,144.551,392.2,5.7,0.72,4.299428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-15.575,-173.051,33.0,6.0,1.1,5.505714285714285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-25.286,70.097,10.0,5.5,1.2,5.271428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
52.428,-169.707,33.0,6.0,1.0444,5.505714285714285,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
25.977,95.34,76.1,7.0,1.1096999999999995,5.982571428571429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
38.399,28.226,10.0,5.8,1.1122000000000007,5.451428571428572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
51.409,-176.974,28.9,7.0,1.0686000000000007,6.117428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-5.623,154.057,35.0,5.9,1.0755999999999994,5.4399999999999995,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
61.805,-151.194,74.1,5.5,0.9,5.088285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-20.693,-174.01,10.0,5.6,1.15,5.331428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-17.334,-72.303,56.7,6.4,1.1186000000000005,5.678,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
66.96,-156.289,6.3,5.5,0.9,5.282,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4.471,96.342,30.0,5.5,1.02,5.2142857142857135,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
12.479,125.541,33.0,5.5,1.1,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.934,40.653,10.0,6.9,1.0809000000000006,6.111428571428571,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
4.2246,62.5227,10.0,5.5,0.92,5.271428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
51.526,-178.267,31.0,5.8,0.72,5.3914285714285715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-25.814,-177.834,172.9,5.5,0.77,4.806,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
34.438,139.52,9.0,6.0,1.1,5.574285714285715,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-21.778,170.526,85.0,6.1,1.0612000000000008,5.417142857142856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-25.758,-177.522,147.9,6.2,1.0,5.297428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-15.199,-173.529,21.2,7.4,1.1,6.379428571428572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-28.978,-177.026,33.0,5.5,1.21,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-21.556,-113.701,10.0,5.8,0.9,5.451428571428572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-22.324,169.505,10.0,5.7,1.26,5.3914285714285715,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
39.823,143.692,9.1,6.4,1.0,5.814,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-18.544,168.207,25.0,6.3,1.1618999999999995,5.708571428571428,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
6.8782,94.5455,8.0,5.5,0.9,5.277142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-59.057,-25.511,33.0,5.5,1.03,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
4.956,118.308,33.0,6.2,1.0588000000000002,5.6257142857142854,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-5.684,103.162,33.3,5.7,1.1,5.324857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-14.7947,167.2548,109.6,5.6,0.87,5.046857142857142,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.415,126.083,68.6,5.5,0.88,5.104,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0.523,126.066,33.0,6.0,1.02,5.505714285714285,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-20.065,169.036,33.0,5.5,1.2,5.2057142857142855,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-9.12,-109.434,10.0,5.5,1.24,5.271428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
24.343,98.642,14.0,6.2,1.0611999999999993,5.68,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-11.637,-74.478,33.0,6.6,1.0821999999999998,5.865714285714286,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-5.724,147.889,139.5,5.8,0.9,5.081428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-13.377,166.452,33.0,5.5,1.37,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
15.102,-94.802,20.0,6.4,1.0620000000000003,5.782857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-19.28,167.655,12.0,5.5,1.1186999999999998,5.265714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-16.797,174.332,33.0,6.4,1.06,5.7457142857142856,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11.591,95.017,33.0,5.7,1.1,5.325714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-60.0379,-18.6749,10.0,5.8,0.69,5.451428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-10.584,161.154,10.0,5.6,0.92,5.331428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-16.125,-176.885,33.0,5.6,1.2,5.265714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-2.28,141.072,33.0,5.7,1.1415999999999995,5.325714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.827,175.366,33.5,5.5,0.9640999999999995,5.204285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-6.066,130.528,89.9,5.8,0.88,5.223142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-0.763,-16.025,10.0,5.5,1.01,5.271428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-25.518,-177.614,33.0,5.6,1.4,5.265714285714286,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-3.523,137.924,50.0,5.7,1.0022999999999995,5.277142857142858,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
29.61,95.521,15.0,5.6,0.9,5.317142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-20.283,168.22,38.0,5.9,1.0,5.4314285714285715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
5.121,32.145,14.9,7.2,1.1,6.2774285714285725,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
22.918,122.997,13.0,5.5,1.0574999999999997,5.2628571428571425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-5.4716,152.1638,35.0,5.6,0.57,5.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-21.596,-179.295,608.5,5.5,1.1,3.5614285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-23.165,-177.312,195.0,6.0,1.1,5.042857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
20.908,97.71,38.5,5.8,1.18,5.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
51.244,-179.009,30.0,5.7,0.9,5.3342857142857145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
52.121,-169.412,33.0,5.8,1.09,5.385714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
12.449,125.71,27.8,5.6,1.1,5.280571428571429,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
4.575,127.609,50.0,6.6,1.0864999999999994,5.817142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
52.19,-175.651,12.0,5.8,1.19,5.445714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-9.701,151.421,20.0,6.2,1.0280999999999998,5.662857142857143,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.492,128.14,37.3,5.6,1.1,5.253428571428572,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-18.933,-176.582,46.0,5.9,1.0398000000000005,5.408571428571428,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-17.105,-177.075,33.0,5.6,1.1,5.265714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-19.306,169.002,165.7,6.9,1.3,5.666571428571428,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
-10.349,160.766,22.0,6.3,1.14,5.717142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-6.588,-81.07,10.0,5.5,1.02,5.271428571428571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-31.688,-178.605,82.9,5.6,1.3,5.123142857142858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-34.373,-73.965,35.0,5.5,1.07,5.199999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-23.046,-69.891,71.5,5.9,0.9,5.335714285714285,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-16.265,-73.641,33.0,8.4,1.05,6.945714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
-7.961,110.446,12.5,6.3,1.32,5.744285714285714,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-6.025,148.843,65.0,6.1,1.033799999999999,5.474285714285714,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
27.222,100.373,33.0,5.5,0.79,5.2057142857142855,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
38.244,142.152,45.8,6.6,0.9217000000000003,5.829142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
9.346,-83.967,33.0,5.6,0.94,5.265714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-19.159,168.386,15.0,5.8,1.0736000000000003,5.437142857142857,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2.429,-95.124,10.0,5.8,1.01,5.451428571428572,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-30.573,-178.208,33.0,5.7,0.9,5.325714285714286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-4.054,123.149,615.0,5.7,0.9085999999999997,3.662857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
-12.037,166.448,33.0,6.6,1.02,5.865714285714286,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
-25.373,-177.966,231.0,5.8,0.78,4.82,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
9.446,126.544,33.0,6.1,1.34,5.565714285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
59.291,-151.523,70.9,5.8,0.82,5.277428571428572,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-4.63,151.869,150.3,5.9,0.78,5.110571428571429,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-2.008,137.452,19.0,5.6,0.89,5.305714285714286,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
37.136,22.116,9.4,5.6,1.22,5.333142857142857,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
-33.463,-70.532,83.1,5.9,1.0269999999999992,5.3025714285714285,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
-34.31,112.097,10.0,5.5,1.5,5.271428571428571,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
