iter	Logloss
174	0.2802021765
175	0.2801489025
176	0.2800726527
177	0.2799535335
178	0.2798155407
179	0.2796238369
180	0.2795580362
181	0.2795157801
182	0.2794413445
183	0.2793859388
184	0.2793531236
185	0.2792930854
186	0.2791732332
187	0.278835103
188	0.278801651
189	0.278674076
190	0.2785217559
191	0.2784780005
192	0.2783504582
193	0.2782759619
194	0.2782414775
195	0.2782010862
196	0.2781238661
197	0.2780798894
198	0.2776034528
199	0.2775082026
200	0.2774429576
201	0.2773843781
202	0.2773126706
203	0.2771930462
204	0.277115192
205	0.2770793485
206	0.2770147864
207	0.2768123961
208	0.2766087313
209	0.2765489013
210	0.2764741884
211	0.2764504223
212	0.2764446403
213	0.276353383
214	0.2762963384
215	0.2762177948
216	0.2761779929
217	0.276061342
218	0.275983031
219	0.2759331095
220	0.275850404
221	0.2756607121
222	0.2755272777
223	0.2754497035
224	0.2753993708
225	0.2753673884
226	0.275238183
227	0.2750803877
228	0.2750275993
229	0.274908923
230	0.2745800717
231	0.2744314183
232	0.2743965909
233	0.2743359932
234	0.2742796315
235	0.2741680022
236	0.2740573758
237	0.2740416649
238	0.2739934309
239	0.2739096246
240	0.2738495073
241	0.2737769468
242	0.2737078088
243	0.2736522028
244	0.2733151597
245	0.2732106416
246	0.2732044261
247	0.2731538238
248	0.2729306405
249	0.2728257213
250	0.2728005161
251	0.2727991937
252	0.2727189374
253	0.2726737153
254	0.2726033978
255	0.272496806
256	0.2724799197
257	0.2724484393
258	0.2724254581
259	0.2723117907
260	0.2722162381
261	0.2721173411
262	0.2719790971
263	0.2719749667
264	0.27160183
265	0.2715787758
266	0.271556451
267	0.2714667815
268	0.2713515205
269	0.2712854947
270	0.2712510197
271	0.2712428711
272	0.2709272972
273	0.2708131045
274	0.2707145872
275	0.2706706964
276	0.2705837975
277	0.2705511962
278	0.2704549401
279	0.2704218888
280	0.2703318767
281	0.2702413575
282	0.2702257702
283	0.270178448
284	0.2701562805
285	0.270092159
286	0.2698557848
287	0.2697953931
288	0.2697390959
289	0.2696654617
290	0.2696308877
291	0.2696232854
292	0.2693506753
293	0.2692732614
294	0.2692424747
295	0.2692402682
296	0.2692020205
297	0.2691838628
298	0.2691799359
299	0.2690013721
300	0.2689626822
301	0.2689050013
302	0.2688994966
303	0.2688878929
304	0.2688128561
305	0.2687691469
306	0.2687399852
307	0.2686848949
308	0.268635737
309	0.2686164656
310	0.2685950651
311	0.2685628445
312	0.2684622239
313	0.2684267971
314	0.2684233599
315	0.268384421
316	0.268318606
317	0.2682945928
318	0.2681793984
319	0.2681674732
320	0.2681601923
321	0.2680015677
322	0.2679285918
323	0.2678930866
324	0.2677703708
325	0.2677267701
326	0.2677236087
327	0.2676916046
328	0.2676274494
329	0.2675534955
330	0.2675409852
331	0.2674818583
332	0.2674322557
333	0.267352202
334	0.2673167183
335	0.267267744
336	0.2672652256
337	0.267215734
338	0.2671587945
339	0.2671424019
340	0.2671109046
341	0.2671079526
342	0.2670973931
343	0.2670611515
344	0.2670117504
345	0.2669773019
346	0.2669288487
347	0.2669103564
348	0.2668704392
349	0.2668100609
350	0.2667562595
351	0.2666589336
352	0.2666263141
353	0.2666083484
354	0.2665990629
355	0.2665417702
356	0.26649419
357	0.2664240981
358	0.2662772448
359	0.2660341057
360	0.2660197238
361	0.2660077985
362	0.2659220931
363	0.2659116945
364	0.2658682927
365	0.2658517648
366	0.265805197
367	0.2657822411
368	0.2657222991
369	0.2656922906
370	0.265666576
371	0.2656482793
372	0.2655888818
373	0.2655794885
374	0.2655605356
375	0.2655516588
376	0.2655348374
377	0.2654539087
378	0.265398012
379	0.2653001648
380	0.265273982
381	0.2652619558
382	0.2652171776
383	0.265199487
384	0.2651578612
385	0.2651207611
386	0.2650833582
387	0.2650510544
388	0.2649666964
389	0.2649267172
390	0.2649075192
391	0.2648015844
392	0.2647662224
393	0.2647069655
394	0.264676196
395	0.2646643875
396	0.2646223364
397	0.2645764206
398	0.2645404226
399	0.2645274424
400	0.2645073244
401	0.264430394
402	0.2643953659
403	0.2643579117
404	0.264313268
405	0.2642760327
406	0.2642581533
407	0.2642380397
408	0.2642273827
409	0.2641795562
410	0.2641114413
411	0.2640872639
412	0.2640431781
413	0.2640235729
414	0.2640114272
415	0.2639761279
416	0.2639337754
417	0.263895268
418	0.2638624923
419	0.2637987862
420	0.2637834222
421	0.2637494018
422	0.2636263817
423	0.26360932
424	0.2635521468
425	0.2635163813
426	0.2634932262
427	0.2634658549
428	0.2634148424
429	0.2633324244
430	0.2632705988
431	0.2632531453
432	0.2632352951
433	0.2631853727
434	0.2631532125
435	0.2631368818
436	0.2631184082
437	0.2631047549
438	0.2630710224
439	0.2630174783
440	0.2629813267
441	0.262955532
442	0.2629079642
443	0.2628736395
444	0.2628452174
445	0.2627935169
446	0.2627765267
447	0.2627599734
448	0.2626996024
449	0.2626705323
450	0.2626445841
451	0.2626022715
452	0.2625891512
453	0.2625642572
454	0.2625289752
455	0.2625198871
456	0.2624455244
457	0.2624067645
458	0.2623972075
459	0.2623494285
460	0.2623197234
461	0.2622608269
462	0.2622042027
463	0.2621972897
464	0.262159272
465	0.2621112772
466	0.2620558406
467	0.2619957607
468	0.2619688236
469	0.2619352657
470	0.2618615323
471	0.2618404073
472	0.2618142316
473	0.2617929101
474	0.2617520986
475	0.2616609564
476	0.2616094271
477	0.2615584943
478	0.2615151444
479	0.2615063704
480	0.2614741089
481	0.2614036479
482	0.2613610316
483	0.2613200456
484	0.2613163072
485	0.2612581738
486	0.2612271117
487	0.2611567128
488	0.2611006385
489	0.261087158
490	0.2610331774
491	0.2610144435
492	0.2609813305
493	0.260951163
494	0.2608787392
495	0.2608375158
496	0.2608166848
497	0.2607938433
498	0.260771006
499	0.2607381187
500	0.260704204
501	0.2606894311
502	0.2606021367
503	0.2605124009
504	0.2604625454
505	0.2604175669
506	0.2603778062
507	0.2603456476
508	0.2603215048
509	0.2602929828
510	0.2602619195
511	0.2601992617
512	0.2601387431
513	0.260129683
514	0.2600667433
515	0.2600218878
516	0.2599746073
517	0.2599308501
518	0.2599089908
519	0.2598513283
520	0.2598296181
521	0.2598108468
522	0.2598060698
523	0.2597796395
524	0.2597768734
525	0.2597431171
526	0.2597186075
527	0.2597051453
528	0.2596896437
529	0.2596481095
530	0.2595655657
531	0.2595611382
532	0.2595121097
533	0.2594938528
534	0.259450999
535	0.2594216022
536	0.2594066826
537	0.2593849037
538	0.2593471596
539	0.2593190129
540	0.2592742257
541	0.2592263178
542	0.2591831216
543	0.2591615813
544	0.2591324611
545	0.2591123645
546	0.2590662988
547	0.2589878585
548	0.2589336911
549	0.2588682031
550	0.2588137736
551	0.2587872013
552	0.2587652826
553	0.258697009
554	0.2586958491
555	0.2586867494
556	0.258644447
557	0.2586168959
558	0.2585836047
559	0.2585562288
560	0.2585449935
561	0.2585087895
562	0.2584594034
563	0.2584238712
564	0.258388805
565	0.2583614541
566	0.2583397556
567	0.2582955273
568	0.258267796
569	0.2582458473
570	0.2581975909
571	0.258171884
572	0.2581464238
573	0.2580648462
574	0.258036617
575	0.2580086325
576	0.2579747262
577	0.2579356288
578	0.257905406
579	0.2578801671
580	0.2578501805
581	0.2577696257
582	0.2577269774
583	0.2576926603
584	0.2576324364
585	0.2575697391
586	0.2575288251
587	0.257499103
588	0.2574624715
589	0.2574349088
590	0.2574106978
591	0.2573942622
592	0.2573396942
593	0.2573212333
594	0.257217887
595	0.2571491745
596	0.257141639
597	0.2570898012
598	0.2570850625
599	0.2570425734
600	0.2570086791
601	0.2570005364
602	0.2569825032
603	0.256956582
604	0.2568902524
605	0.2568174213
606	0.2567884564
607	0.2567298415
608	0.2566802018
609	0.2566436156
610	0.2566178211
611	0.2566042985
612	0.2565486549
613	0.2565323836
614	0.2565071925
615	0.2564646511
616	0.2563905337
617	0.2563758875
618	0.2563205695
619	0.2563104533
620	0.2562761309
621	0.2562103175
622	0.2561757387
623	0.2561396084
624	0.2561025126
625	0.2560869077
626	0.2560671792
627	0.2560454264
628	0.2560069017
629	0.2559908374
630	0.2559401875
631	0.2558944896
632	0.2558755684
633	0.2558407492
634	0.2557990971
635	0.2557586267
636	0.2557308192
637	0.2556765355
638	0.255659533
639	0.2556517671
640	0.2556313663
641	0.255599345
642	0.2555915324
643	0.2555413919
644	0.2555277571
645	0.2554885949
646	0.2554764245
647	0.2554288583
648	0.2554012619
649	0.2553708639
650	0.2553366855
651	0.2552875872
652	0.2552629775
653	0.2552362747
654	0.2551905087
655	0.2551789066
656	0.2551687532
657	0.2551174186
658	0.2551022561
659	0.2550864523
660	0.2550579308
661	0.255029507
662	0.2549992404
663	0.2549656051
664	0.2549059611
665	0.2548950871
666	0.254858167
667	0.2548321555
668	0.2548151686
669	0.2548086448
670	0.2547866877
671	0.2547574331
672	0.2547142567
673	0.2546873305
674	0.2546582326
675	0.2546284107
676	0.2545989415
677	0.254553056
678	0.2545320409
679	0.2545070414
680	0.2544611319
681	0.2544552924
682	0.2544200135
683	0.2544020749
684	0.2543296086
685	0.2542647448
686	0.2542435063
687	0.2542373728
688	0.2542183547
689	0.2541881768
690	0.2541587288
691	0.2541256733
692	0.2540945305
693	0.2540664153
694	0.2540521771
695	0.2540031169
696	0.2539659309
697	0.2539331763
698	0.2539139784
699	0.2538833429
700	0.2538711282
701	0.2538580693
702	0.2538474498
703	0.2538163495
704	0.2537925329
705	0.2537557777
706	0.2537399975
707	0.2537198929
708	0.2536872925
709	0.2536629843
710	0.2536230235
711	0.2536049407
712	0.2535886915
713	0.2535363376
714	0.2535221786
715	0.2534610576
716	0.2534271092
717	0.2534029334
718	0.2533608734
719	0.2533422098
720	0.2532974817
721	0.2532651096
722	0.2532524346
723	0.2532168098
724	0.2531853137
725	0.2531680794
726	0.2531563905
727	0.2531420461
728	0.253136684
729	0.2531137206
730	0.2530840622
731	0.2530650229
732	0.2530337287
733	0.2530104968
734	0.2529928031
735	0.252958865
736	0.2529300792
737	0.2529012926
738	0.2528722162
739	0.2528540099
740	0.252813265
741	0.2527781124
742	0.2527748827
743	0.2527583223
744	0.2527243354
745	0.2527016685
746	0.2526749783
747	0.2526370962
748	0.2526204711
749	0.2526111571
750	0.2525894204
751	0.2525694862
752	0.2525147796
753	0.2524597537
754	0.252348765
755	0.2523279739
756	0.2523082269
757	0.252267089
758	0.2522294644
759	0.252213069
760	0.2521942395
761	0.2521520469
762	0.2521450153
763	0.2521370049
764	0.2521215654
765	0.2520921442
766	0.2520605173
767	0.2520317411
768	0.2520046474
769	0.2519706658
770	0.2519426815
771	0.2519097577
772	0.2518988874
773	0.2518590866
774	0.2518355132
775	0.2518202
776	0.2517684115
777	0.2517226103
778	0.2517065081
779	0.2516329564
780	0.251597763
781	0.2515776028
782	0.2515177324
783	0.2514846361
784	0.2514590894
785	0.2514248059
786	0.2514172084
787	0.2513674009
788	0.251335958
789	0.2513219898
790	0.2512794405
791	0.2512320063
792	0.2511873336
793	0.2511206887
794	0.2511075715
795	0.2510789409
796	0.2510285961
797	0.2510070702
798	0.2509915402
799	0.2509442299
800	0.250925288
801	0.2509082656
802	0.2508971377
803	0.2508605967
804	0.2508460505
805	0.2508099377
806	0.2507688537
807	0.2507451884
808	0.2507139895
809	0.2506674568
810	0.2506345182
811	0.2506091298
812	0.2505904502
813	0.250564484
814	0.2505469861
815	0.2505237323
816	0.2505097559
817	0.2504919744
818	0.2504553421
819	0.2504169476
820	0.2503696244
821	0.2503271848
822	0.2502818197
823	0.250247326
824	0.2501878295
825	0.2501695174
826	0.2501187541
827	0.2500828462
828	0.2500491591
829	0.2500315114
830	0.2500057923
831	0.2499958714
832	0.2499685514
833	0.2499457506
834	0.2499264092
835	0.2499043798
836	0.2498878878
837	0.2498335965
838	0.2498201664
839	0.2498073032
840	0.2497957603
841	0.2497727344
842	0.2497565957
843	0.2497448612
844	0.2497132833
845	0.2497021269
846	0.2496928888
847	0.2496727444
848	0.2496508702
849	0.249631182
850	0.2496037433
851	0.2495955501
852	0.2495724476
853	0.2495195372
854	0.2495112282
855	0.2494799388
856	0.2494577133
857	0.2494191776
858	0.2493904981
859	0.2493569927
860	0.2493117806
861	0.2492923471
862	0.2492445949
863	0.2492340203
864	0.2492236259
865	0.2491922025
866	0.249119035
867	0.24910538
868	0.2490959016
869	0.249087157
870	0.2490596745
871	0.249048502
872	0.2490352257
873	0.2490021781
874	0.2489855004
875	0.2489496075
876	0.2489383304
877	0.2489176785
878	0.2488927958
879	0.2488607687
880	0.2488378556
881	0.2488186296
882	0.2488035368
883	0.2487852755
884	0.2487776927
885	0.2487610271
886	0.2487378864
887	0.2487085473
888	0.2486925455
889	0.2486900258
890	0.2486767674
891	0.2486410356
892	0.248601441
893	0.2485737036
894	0.2485601898
895	0.248550515
896	0.2485092821
897	0.2484441047
898	0.2483555033
899	0.2483217191
900	0.2482663274
901	0.2482535874
902	0.2482372009
903	0.2482262609
904	0.2482171442
905	0.2481726372
906	0.2481174764
907	0.2480799414
908	0.2480654037
909	0.2480500166
910	0.247946992
911	0.2479228472
912	0.2478726908
913	0.2478496992
914	0.2478214522
915	0.2478078547
916	0.2477894293
917	0.2477679838
918	0.2477565852
919	0.2477386082
920	0.2477263865
921	0.247715599
922	0.2476730765
923	0.2476517257
924	0.2476068297
925	0.2475973087
926	0.2475718185
927	0.2475687003
928	0.2475215081
929	0.2474893506
930	0.2474653207
931	0.2474292527
932	0.2473955274
933	0.2473236818
934	0.2472944516
935	0.2472861603
936	0.2472767354
937	0.2472645167
938	0.2472567122
939	0.2472466382
940	0.247212508
941	0.2471903837
942	0.2471600979
943	0.2471341918
944	0.2471193228
945	0.2471031189
946	0.247073315
947	0.2470319647
948	0.2470088286
949	0.2469881958
950	0.2469665841
951	0.2469428803
952	0.2469164589
953	0.2468957451
954	0.2468821664
955	0.2468734508
956	0.2468331884
957	0.2467925056
958	0.2467398746
959	0.2466734505
960	0.2466545042
961	0.246639211
962	0.2466230659
963	0.2466094379
964	0.2465910719
965	0.2465648919
966	0.246547041
967	0.2465230754
968	0.2465166595
969	0.2464347324
970	0.2464098596
971	0.2464020726
972	0.2463217355
973	0.2462775588
974	0.2462424574
975	0.2461714021
976	0.2461589511
977	0.2461464549
978	0.2461355667
979	0.2461140687
980	0.2460924419
981	0.2460875831
982	0.2460700384
983	0.2460280309
984	0.2459959971
985	0.2459549371
986	0.2459254677
987	0.2458958234
988	0.2458832149
989	0.2458626158
990	0.2458262535
991	0.2458118598
992	0.2457843161
993	0.245754322
994	0.2457252861
995	0.2457049448
996	0.2456806615
997	0.2456654319
998	0.2456458053
999	0.245606252
